Collection Name,Collection Summary,Family Name,Family Summary,Family Publication Date,Family URL,Document Title,Document URL,Document Content URL,Document Type,Document Content Matches Search Phrase,Geographies,Category,Languages,Source
,,Arbaro Fund – Sustainable Forestry Fund,"The Programme will provide effective climate change mitigation outcome through investing in sustainable plantation forestry projects in emerging forestry markets of Latin America and Sub Saharan Africa, while also bringing adaptation co-benefits. This investment approach provides developing countries and their rural communities with a solution to increase carbon sinks by producing wood in a sustainable manner and conserving natural forests, whilst contributing to reduction of illegal logging.

Besides direct mitigation achieved in forest plantations, the Programme operations will lead to additional green house gas emission reduction benefits: the protection of natural forests in project areas, as well as the provision of alternative wood resources, will support efforts to combat deforestation and degradation of natural forests in project regions, and part of the carbon contained in harvested trees will be stored in wood products.",2020-03-12T00:00:00+00:00,https://app.climatepolicyradar.org/document/arbaro-fund-sustainable-forestry-fund_ff8b,Gender assessment for FP128: Arbaro Fund – Sustainable Forestry Fund,https://app.climatepolicyradar.org/documents/gender-assessment-for-fp128-arbaro-fund-sustainable-forestry-fund_5a0e,https://cdn.climatepolicyradar.org/navigator/ETH/2018/arbaro-fund-sustainable-forestry-fund_1f442b317f9abe8e866b8e40bfe3b6ef.pdf,Gender assessment,n/a,COL;ECU;ETH;GHA;GTM;PER;PRY;SLE;UGA,MCF,English,GCF
,,Arbaro Fund – Sustainable Forestry Fund,"The Programme will provide effective climate change mitigation outcome through investing in sustainable plantation forestry projects in emerging forestry markets of Latin America and Sub Saharan Africa, while also bringing adaptation co-benefits. This investment approach provides developing countries and their rural communities with a solution to increase carbon sinks by producing wood in a sustainable manner and conserving natural forests, whilst contributing to reduction of illegal logging.

Besides direct mitigation achieved in forest plantations, the Programme operations will lead to additional green house gas emission reduction benefits: the protection of natural forests in project areas, as well as the provision of alternative wood resources, will support efforts to combat deforestation and degradation of natural forests in project regions, and part of the carbon contained in harvested trees will be stored in wood products.",2020-03-12T00:00:00+00:00,https://app.climatepolicyradar.org/document/arbaro-fund-sustainable-forestry-fund_ff8b,Gender action plan for FP128: Arbaro Fund – Sustainable Forestry Fund,https://app.climatepolicyradar.org/documents/gender-action-plan-for-fp128-arbaro-fund-sustainable-forestry-fund_c397,https://cdn.climatepolicyradar.org/navigator/ECU/2018/arbaro-fund-sustainable-forestry-fund_9283c13d45b6398a05b292d986adb35f.pdf,Gender action plan,n/a,COL;ECU;ETH;GHA;GTM;PER;PRY;SLE;UGA,MCF,English,GCF
,,Arbaro Fund – Sustainable Forestry Fund,"The Programme will provide effective climate change mitigation outcome through investing in sustainable plantation forestry projects in emerging forestry markets of Latin America and Sub Saharan Africa, while also bringing adaptation co-benefits. This investment approach provides developing countries and their rural communities with a solution to increase carbon sinks by producing wood in a sustainable manner and conserving natural forests, whilst contributing to reduction of illegal logging.

Besides direct mitigation achieved in forest plantations, the Programme operations will lead to additional green house gas emission reduction benefits: the protection of natural forests in project areas, as well as the provision of alternative wood resources, will support efforts to combat deforestation and degradation of natural forests in project regions, and part of the carbon contained in harvested trees will be stored in wood products.",2020-03-12T00:00:00+00:00,https://app.climatepolicyradar.org/document/arbaro-fund-sustainable-forestry-fund_ff8b,2020 Annual Performance Report for FP128: Arbaro Fund – Sustainable Forestry Fund,https://app.climatepolicyradar.org/documents/2020-annual-performance-report-for-fp128-arbaro-fund-sustainable-forestry-fund_a0dc,https://cdn.climatepolicyradar.org/navigator/PER/2018/arbaro-fund-sustainable-forestry-fund_f09204d378bac8623edb95b3d8d6afb1.pdf,Annual Performance Report,n/a,COL;ECU;ETH;GHA;GTM;PER;PRY;SLE;UGA,MCF,English,GCF
,,Arbaro Fund – Sustainable Forestry Fund,"The Programme will provide effective climate change mitigation outcome through investing in sustainable plantation forestry projects in emerging forestry markets of Latin America and Sub Saharan Africa, while also bringing adaptation co-benefits. This investment approach provides developing countries and their rural communities with a solution to increase carbon sinks by producing wood in a sustainable manner and conserving natural forests, whilst contributing to reduction of illegal logging.

Besides direct mitigation achieved in forest plantations, the Programme operations will lead to additional green house gas emission reduction benefits: the protection of natural forests in project areas, as well as the provision of alternative wood resources, will support efforts to combat deforestation and degradation of natural forests in project regions, and part of the carbon contained in harvested trees will be stored in wood products.",2020-03-12T00:00:00+00:00,https://app.climatepolicyradar.org/document/arbaro-fund-sustainable-forestry-fund_ff8b,Arbaro Fund – Sustainable Forestry Fund,https://app.climatepolicyradar.org/documents/arbaro-fund-sustainable-forestry-fund_4ef6,https://cdn.climatepolicyradar.org/navigator/ECU/2018/arbaro-fund-sustainable-forestry-fund_d6502ad5daeec8bf2630bba0330b0913.pdf,Approved funding proposal,n/a,COL;ECU;ETH;GHA;GTM;PER;PRY;SLE;UGA,MCF,English,GCF
,,Promoting integrated landscape management approach for conservation of the Mount Elgon ecosystem in Eastern Uganda,"To transition the Mt. Elgon region to a sustainable, biodiverse, climate-resilient, integrated landscape with efficient coffee and staple crops (maize, banana and Irish potato) value and supply chain.",2020-01-24T00:00:00+00:00,https://app.climatepolicyradar.org/document/promoting-integrated-landscape-management-approach-for-conservation-of-the-mount-elgon-ecosystem-in-eastern-uganda_ec0a,Promoting integrated landscape management approach for conservation of the Mount Elgon ecosystem in Eastern Uganda,https://app.climatepolicyradar.org/documents/promoting-integrated-landscape-management-approach-for-conservation-of-the-mount-elgon-ecosystem-in-eastern-uganda_6ccf,https://cdn.climatepolicyradar.org/navigator/UGA/2020/promoting-integrated-landscape-management-approach-for-conservation-of-the-mount-elgon-ecosystem-in-eastern-uganda_5648464ed9a0b6a39034a9beed3737b6.pdf,,n/a,UGA,MCF,English,GEF
,,Technical Assistance Grant for ESP and Gender (TA-ESGP),"<p>The Ministry of Water and Environment (MoWE) of Uganda technical assistance grant for the Environmental and Social Policy and Gender Policy (TA-ESGP) seeks to enhance the capacity of MoWE to assess and manage environmental, social and gender related issues and its compliance with the Adaptation Fund’s Environmental and Social Policy and Gender Policy.</p>",2019-12-02T00:00:00+00:00,https://app.climatepolicyradar.org/document/technical-assistance-grant-for-esp-and-gender-ta-esgp_3a5f,Project document,https://app.climatepolicyradar.org/documents/project-document_7b9b,https://cdn.climatepolicyradar.org/navigator/UGA/2019/technical-assistance-grant-for-esp-and-gender-ta-esgp_e05a09d408e4c56d603d120c5effb99d.pdf,,n/a,UGA,MCF,English,AF
,,Financial Year 2020/21 Ugandan National Budget,"<p>This budget law notably aims to provide relief aid in response to disasters, including climate-induced floods and landslides. The budget framework paper also sets targets of forest cover, integration of the climate change issue into development plans, and change in direct and indirect GHG emissions.</p>",2019-12-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/financial-year-2020-21-ugandan-national-budget_5175,2020-2021 Budget Speech,https://app.climatepolicyradar.org/documents/budget-speech-financial-year-2020-21_194b,https://cdn.climatepolicyradar.org/navigator/UGA/2020/budget-speech-financial-year-2020-21_4318b164ad29f787fb9ae670b238e0eb.pdf,Policy,n/a,UGA,Executive,English,CCLW
,,Financial Year 2020/21 Ugandan National Budget,"<p>This budget law notably aims to provide relief aid in response to disasters, including climate-induced floods and landslides. The budget framework paper also sets targets of forest cover, integration of the climate change issue into development plans, and change in direct and indirect GHG emissions.</p>",2019-12-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/financial-year-2020-21-ugandan-national-budget_5175,National Budget Framework Paper FY 2020/21 - FY 2024/25,https://app.climatepolicyradar.org/documents/national-budget-framework-paper-fy-2020-21-fy-2024-25_9f92,https://cdn.climatepolicyradar.org/navigator/UGA/2019/financial-year-2020-21-ugandan-national-budget_3dc2f2b3dee82b1eb810575bc9347b55.pdf,Policy,n/a,UGA,Executive,English,CCLW
,,"Strengthening Drought Resilience for Small Holder Farmers and Pastoralists in the IGAD Region (Djibouti, Kenya, Sudan, Uganda)","The overall objective of the project is to increase the resilience of smallholder farmers and pastoralists to climate change risks mainly those related to drought, through the establishment of appropriate early warning systems and implementation of drought adaptation actions in the IGAD region. The anticipated impact of the project will directly benefit a total of 613,530 people. The project targets to consolidate synergies and adopt innovative and resilient drought management actions from selected IGAD region countries including Djibouti, Kenya, Sudan and Uganda.",2019-10-11T00:00:00+00:00,https://app.climatepolicyradar.org/document/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_03c2,Project concept,https://app.climatepolicyradar.org/documents/project-concept_b4b8,https://cdn.climatepolicyradar.org/navigator/DJI/2019/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_20ebe56a50212ad066cc9283819d1bf8.pdf,,n/a,DJI;KEN;SDN;UGA,MCF,English,AF
,,"Strengthening Drought Resilience for Small Holder Farmers and Pastoralists in the IGAD Region (Djibouti, Kenya, Sudan, Uganda)","The overall objective of the project is to increase the resilience of smallholder farmers and pastoralists to climate change risks mainly those related to drought, through the establishment of appropriate early warning systems and implementation of drought adaptation actions in the IGAD region. The anticipated impact of the project will directly benefit a total of 613,530 people. The project targets to consolidate synergies and adopt innovative and resilient drought management actions from selected IGAD region countries including Djibouti, Kenya, Sudan and Uganda.",2019-10-11T00:00:00+00:00,https://app.climatepolicyradar.org/document/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_03c2,projects documents,https://app.climatepolicyradar.org/documents/projects-documents_d0e0,https://cdn.climatepolicyradar.org/navigator/DJI/2019/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_6e3d76f243c225e74f1cc9cd91afe56e.pdf,,n/a,DJI;KEN;SDN;UGA,MCF,English,AF
,,"Strengthening Drought Resilience for Small Holder Farmers and Pastoralists in the IGAD Region (Djibouti, Kenya, Sudan, Uganda)","The overall objective of the project is to increase the resilience of smallholder farmers and pastoralists to climate change risks mainly those related to drought, through the establishment of appropriate early warning systems and implementation of drought adaptation actions in the IGAD region. The anticipated impact of the project will directly benefit a total of 613,530 people. The project targets to consolidate synergies and adopt innovative and resilient drought management actions from selected IGAD region countries including Djibouti, Kenya, Sudan and Uganda.",2019-10-11T00:00:00+00:00,https://app.climatepolicyradar.org/document/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_03c2,Inception report,https://app.climatepolicyradar.org/documents/inception-report_febe,https://cdn.climatepolicyradar.org/navigator/DJI/2019/strengthening-drought-resilience-for-small-holder-farmers-and-pastoralists-in-the-igad-region-djibouti-kenya-sudan-uganda_ec48bded4d0f4d200b84d1365ae417f1.pdf,,n/a,DJI;KEN;SDN;UGA,MCF,English,AF
Uganda's Biennial Update Reports,,Uganda Biennial update report. BUR1,"<p>Uganda. Biennial update report (BUR). BUR 1., Biennial Update Report from Uganda in 2019</p>",2019-10-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/uganda-biennial-update-report-bur1_c423,Uganda Biennial update report. BUR1,https://app.climatepolicyradar.org/documents/uganda-biennial-update-report-bur-bur-1_b662,https://cdn.climatepolicyradar.org/navigator/UGA/1900/uganda-biennial-update-report-bur-bur-1_67ac454c7d93c22c0c2cd64c917e5ad4.pdf,Biennial Update Report,n/a,UGA,UN Submissions,English,UNFCCC
Uganda's Biennial Update Reports,,Uganda Biennial update report. BUR1,"<p>Uganda. Biennial update report (BUR). BUR 1., Biennial Update Report from Uganda in 2019</p>",2019-10-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/uganda-biennial-update-report-bur1_c423,Uganda Biennial update report. BUR1 - Technical Annex,https://app.climatepolicyradar.org/documents/uganda-biennial-update-report-bur-bur-1-technical-annex_ecd9,https://cdn.climatepolicyradar.org/navigator/UGA/1900/uganda-biennial-update-report-bur-bur-1_4b229ec5084999b05510d65a0423ae1b.pdf,Biennial Update Report,n/a,UGA,UN Submissions,English,UNFCCC
,,Uganda National Report. NR6 (2019),<p>Uganda National Report. NR6 (2019)</p>,2019-07-02T00:00:00+00:00,https://app.climatepolicyradar.org/document/uganda-national-report-nr6-2019_25fb,Uganda National Report. NR6 (2019),https://app.climatepolicyradar.org/documents/uganda-national-report-nr6-2019_d819,https://cdn.climatepolicyradar.org/navigator/UGA/2019/uganda-national-report-nr6-2019_391168e8736a8eb212def2dff884a87f.pdf,National Report (NR),n/a,UGA,UN Submissions,English,CBD
,,"Food Systems, Land Use and Restoration (FOLUR) Impact Program","To Promote sustainable, integrated landscapes and efficient food value & supply chains at scale.",2019-06-13T00:00:00+00:00,https://app.climatepolicyradar.org/document/food-systems-land-use-and-restoration-folur-impact-program_aa1c,"Food Systems, Land Use and Restoration (FOLUR) Impact Program",https://app.climatepolicyradar.org/documents/food-systems-land-use-and-restoration-folur-impact-program_edf4,https://cdn.climatepolicyradar.org/navigator/IDN/2019/food-systems-land-use-and-restoration-folur-impact-program_47c634bb8f5e811ca54f2064fd63ab1d.pdf,,n/a,BDI;BRA;CHN;CIV;ETH;GHA;GIN;GTM;IDN;IND;KAZ;KEN;LBR;MDG;MEX;MYS;NGA;NIC;PER;PNG;PRY;THA;TZA;UGA;UKR;UZB;VNM;XAB,MCF,English,GEF
,,Strengthening the Adaptive Capacity and Resilience of Communities in Uganda's watersheds,"To build adaptive capacity of rural communities and reduce their vulnerability to climate change and variability through integrated watershed management, climate-resilient infrastructure and sustainable agriculture",2019-06-13T00:00:00+00:00,https://app.climatepolicyradar.org/document/strengthening-the-adaptive-capacity-and-resilience-of-communities-in-uganda-s-watersheds_05bd,Strengthening the Adaptive Capacity and Resilience of Communities in Uganda's watersheds,https://app.climatepolicyradar.org/documents/strengthening-the-adaptive-capacity-and-resilience-of-communities-in-uganda-s-watersheds_4b29,https://cdn.climatepolicyradar.org/navigator/UGA/2019/strengthening-the-adaptive-capacity-and-resilience-of-communities-in-uganda-s-watersheds_06943428dd3b01148c57679cc393807c.pdf,,n/a,UGA,MCF,English,GEF
,,Rural Energy for Development,The project (which GEF would help co-finance) is being prepared as an WB/GEFR Strategic Partnership Adaptable Program Loan (APL) to be implemented over a ten year period through an anticipated 3 tranches.  It will consist of the investment components described below and will also include significant capacity building and technical assistance.,2019-03-18T00:00:00+00:00,https://app.climatepolicyradar.org/document/rural-energy-for-development_2de8,Rural Energy for Development,https://app.climatepolicyradar.org/documents/rural-energy-for-development_5df7,https://cdn.climatepolicyradar.org/navigator/UGA/2019/rural-energy-for-development_6340f535b5d45074b5eb44f3c7b42a1a.pdf,,n/a,UGA,MCF,English,GEF
,,The National Environment Act,"<p>This document repeals, replaces and reforms the law relating to environmental management in Uganda. It aims to provide a legal framework to environmental issues including climate change. The document creates a Policy Committee on Environment responsible for strategic policy guidance on environment. This Committee notably has to provide guidance 1)  in the formulation and implementation of environmental and climate change policies, plans and programmes, in accordance with the National Environment Management Authority, and 2)  on harmonisation of policies of Government with respect to the environment, natural resources, water and climate change.</p>
<p>Art. 69 on the Management of climate change impacts on ecosystems states that a lead agency may, put in place guidelines and prescribe measures to 1) address the impacts of climate change on ecosystems, including by improving the resilience of ecosystems, promoting low carbon development and reducing emissions from deforestation and forest degradation, sustainable management of forests and conservation of forest carbon stock, and 2) advise institutions, firms, sectors or individuals on strategies to address the impacts of climate change, including those related to the use of natural resources, 3) take measures and issue guidelines to address the impacts of climate change, including measures for mitigating and adaptation to the effects of climate change, and 4) liaise with other lead agencies to put in place strategies and action plans to address climate change and its effects.</p>",2019-02-24T00:00:00+00:00,https://app.climatepolicyradar.org/document/the-national-environment-act_4ad3,The National Environment Act,https://app.climatepolicyradar.org/documents/the-national-environment-act_6120,https://cdn.climatepolicyradar.org/navigator/UGA/2019/the-national-environment-act_fd5ba746611bc9d54e40acb4a56cd8ed.pdf,Act,n/a,UGA,Legislative,English,CCLW
,,National Adaptation Plan for the Agricultural Sector,"<p>Uganda's National Adaptation Plan for the Agricultural Sector aims to address growing threats of drought and extreme weather due to climate change, and ensure a sustainable and resilient agrifood system and economy over the long term. The plan seeks to promote a wide range of improvements including to public awareness (of resilient agricultural techniques), research and innovation, and improvements using existing technology, implemented across animal agriculture, crops and fisheries. More specific interventions include connecting weather early warning systems to farmers, introducing resilient crop varieties and field trials, training on rainwater harvesting technology, river basin level planning, among numerous others. </p>",2018-11-01T00:00:00+00:00,https://app.climatepolicyradar.org/document/national-adaptation-plan-for-the-agricultural-sector_6d99,National Adaptation Plan for the Agricultural Sector,https://app.climatepolicyradar.org/documents/national-adaptation-plan-for-the-agricultural-sector_00ba,https://cdn.climatepolicyradar.org/navigator/UGA/2018/national-adaptation-plan-for-the-agricultural-sector_df86ea952bd41f61822638e2e650b9c8.pdf,Plan,n/a,UGA,Executive,English,CCLW
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2024 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2024-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_3831,https://cdn.climatepolicyradar.org/navigator/BEN/2018/transforming-financial-systems-for-climate_70ec876b41e14d5cbec5d80281d7d3af.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2023 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2023-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_b8ba,https://cdn.climatepolicyradar.org/navigator/BEN/2018/transforming-financial-systems-for-climate_71e8b58f3931726245128347bfc73d93.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2022 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2022-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_94fa,https://cdn.climatepolicyradar.org/navigator/UGA/2018/transforming-financial-systems-for-climate_f7a06ca3a238d6bbc1647416287dd981.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2021 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2021-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_fb78,https://cdn.climatepolicyradar.org/navigator/UGA/2018/transforming-financial-systems-for-climate_0b714d5425ef5a8bd0f0eae6a7e4e60a.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2020 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2020-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_16d2,https://cdn.climatepolicyradar.org/navigator/TZA/2018/transforming-financial-systems-for-climate_58962dcf1b3530fc21115cd2b9d6c3b9.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,2019 Annual Performance Report for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/2019-annual-performance-report-for-fp095-transforming-financial-systems-for-climate_e8aa,https://cdn.climatepolicyradar.org/navigator/CMR/2018/transforming-financial-systems-for-climate_754af2acf72b4008d2040f2d5ce7fbde.pdf,Annual Performance Report,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,Gender action plan for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/gender-action-plan-for-fp095-transforming-financial-systems-for-climate_cb81,https://cdn.climatepolicyradar.org/navigator/TGO/2018/transforming-financial-systems-for-climate_55b670d5a6302bb43ed8ad14a560e689.pdf,Gender action plan,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,Gender assessment for FP095: Transforming Financial Systems for Climate,https://app.climatepolicyradar.org/documents/gender-assessment-for-fp095-transforming-financial-systems-for-climate_a3b5,https://cdn.climatepolicyradar.org/navigator/TZA/2018/transforming-financial-systems-for-climate_2966f438a3fdb501fd9c8f21a5fe92b4.pdf,Gender assessment,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
,,Transforming Financial Systems for Climate,"Providing loans and technical assistance in 17 developing countries across Africa and Latin America and the Caribbean to create self-sustaining markets in energy efficiency, renewable energy and climate resilience.

The private sector in these two regions still perceives sustainable energy and climate resilience as expensive and complex, as the environmental advantage of more resilient investments and practices is not well understood. Efforts to demonstrate the benefits of financing these areas are required to reach a critical mass and upscale the commercial viability of climate projects.

The main objectives of this programme are to scale up climate finance in the targeted countries, to redirect financial flows, and reinforce the capacity of local partners in climate-related sectors. It will do this by providing loans through local partner financial institutions to borrowers in sustainable energy, energy efficiency, housing, agriculture, forestry and water and waste management. It will also include a technical support component.

The programme has an estimated lifespan of 20 years.",2018-10-20T00:00:00+00:00,https://app.climatepolicyradar.org/document/transforming-financial-systems-for-climate_e4f8,Transforming financial systems for climate,https://app.climatepolicyradar.org/documents/transforming-financial-systems-for-climate_8ce7,https://cdn.climatepolicyradar.org/navigator/TZA/2018/transforming-financial-systems-for-climate_73d0b3e3d1ede007815603f5381f8e63.pdf,Approved funding proposal,n/a,BEN;BFA;CIV;CMR;ECU;EGY;KEN;MAR;MDG;MUS;NAM;NGA;SEN;TGO;TZA;UGA;ZAF,MCF,English,GCF
