DOCUMENT_ID,DOCUMENT_NAME,FAMILY_ID,DOCUMENT_SLUG,FAMILY_SUMMARY,TEXT_BLOCK_ID,PASSAGE_INDEX,TEXT_PASSAGE,PASSAGE_TYPE,LANGUAGE,TOPIC_LABELLERS,TOPIC_IDS,TOPIC_LABELLED_TEXTS
v) Technological Gaps and Digital Infrastructure Deficiencies. A lack of advanced digital infrastructure and technology gaps impede the modernisation of public services, limiting the ability of public institutions to meet demands for transparency, efficiency, and accessibility. These deficiencies slow down digital transformation efforts, prevent the efficient delivery of public services, and reduce the overall effectiveness of government operations. Mitigation measures include accelerating digital transformation through investment in ICT infrastructure and training. The adoption of digital tools and systems will increase efficiency and improve institutional capacity to respond to citizens' needs; and
vi) Political Interference and Instability. Political interference and shifting priorities create instability, disrupting the continuity of public sector reforms and leading to inconsistent implementation of policies and programmes. Political instability may lead to the derailing of long-term development initiatives, a lack of sustained reforms, and weak accountability in the public sector. Mitigation measures include fostering stakeholder engagement, including civil society and private sector involvement. This will help ensure inclusive planning and reduce the risks of political interference. Strengthening institutional governance and maintaining stable policy frameworks will ensure sustained reforms.",List,en,"[""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""information communication technology sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""]","Q557, Q769, Q775, Q775, Q775, Q775, Q775, Q775, Q775, Q775, Q775, Q775, Q775","resilience, ICT, public services, public sector, public sector, public sector, policy implementation, public sector, Public Sector, public administration, public services, public sector, public sector"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5fb7-7741-9c55-cd228cd558d6,537,CHAPTER 20: GOVERNANCE AND SECURITY PROGRAMME,title,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5fb7-7741-9c55-cd377fad04e3,538,20.1 Introduction,sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7eba-7773-b627-477d2b87e460,539,"489. Good governance, security, and peace promote transparency, accountability, efficient resource management, and a safe and conducive environment for investment and economic activity. Good governance and the rule of law build strong and reliable institutions. Strong institutions ensure that processes, systems, and decision-making are inclusive, transparent, responsive, and efficient and that citizens' rights are respected, promoted, and protected. This provides a conducive investment climate, builds citizen and investor confidence, fosters fair competition in business, saves scarce resources, expands the tax base, and provides an avenue for the resolution of business and personal grievances and enforcement of contracts. Security is a core function of government that ensures a secure and peaceful environment, which is fundamental in attracting local and Foreign Direct Investments, promoting tourism, international relations and diplomacy, and citizen wellbeing.
490. Good governance, security, and peace ensure an environment where businesses can thrive, and economic activities can expand without disruptions. A peaceful, secure, and democratic environment allows for seamless production of goods and services, which bolsters steady economic progress and provides certainty for long-term domestic & foreign investment. Notwithstanding, a robust legal framework provides certainty in commerce and delivery of strategic investments in value addition, strategic interventions such as PDM and corresponding infrastructure necessary for Greater Kampala Metropolitan Area (GKMA), African Cup of Nations (AFCON), Standard Gauge Railway (SGR), oil & gas, and others. Transparency and anti-corruption interventions ensure value for money in the delivery of strategic investments. Further, good diplomatic relations ensure peace with other countries and open up markets for value-added goods and services. In addition, security forces significantly contribute to the realisation of the Plan priorities by engaging in Science, Innovation, and productive activities. Human rights observance ensures the dignity and well- being of the people and enhances their productivity.
491. This Programme contributes to the realisation of the Agenda 2030, the Africa Agenda 2063, the EAC Vision 2050, and the Uganda Vision 2040. SDG 16 underscores the need to promote peaceful and inclusive societies for sustainable development, the provision of access to justice for all, and the building of effective, accountable, and inclusive institutions at all levels. Aspiration 3 of the Africa Agenda 2063 promotes African stability, peace, and security as a cornerstone for growth. Pillar 6 of the EAC Vision 2050 emphasises defence, peace, and security as prerequisites for socio-economic and political progress necessary for integration, and recognises good governance as an imperative for growth, poverty eradication and sustainable development. The Uganda Vision 2040 emphasises strengthening the national defence system, ensuring a professional army and reserve force.
492. The potential of good governance, security, and peace in ensuring a conducive environment for businesses and growth is hindered by: evolving security threats; inadequate security infrastructure & equipment; ideological disorientation; personnel deficits; prevalence of corruption; limited civic awareness; slow & non-inclusive legislative process; weak enforcement of policies and laws; imbalanced investment in the justice service delivery chain; limited application & integration of digital solutions; high influx of refugees amidst declining international resources; failure to fully leverage capacity of security forces in production; low compliance with the Bill of Rights; limited civic participation in democratic processes; failure to leverage geo-political dynamics for development; and weak institutional and coordination framework for Governance and Security.",List,en,"[""KeywordClassifier(\""direct investment\"")""], [""KeywordClassifier(\""fossil fuel\"")""], [""KeywordClassifier(\""fossil fuel\"")""], [""KeywordClassifier(\""gas\"")""], [""KeywordClassifier(\""hospitality sector\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""legal safeguards for vulnerable groups\"")""], [""KeywordClassifier(\""oil\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""tax\"")""]","Q1276, Q638, Q638, Q650, Q767, Q47, Q1744, Q639, Q701, Q1167, Q775, Q715","Direct Investments, oil, gas, gas, tourism, access to justice, access to justice, oil, refugees, refugees, national defence, tax"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-80a1-7a70-bf7f-8c804e90b19a,540,"493. The goal of the programme is a peaceful and secure Uganda, adhering to the rule of law.
20.2 Situation Analysis",sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ebb-7813-866a-d3072e26e850,541,"494. Substantial capacity has been built to respond to security threats; however, the evolving nature of these threats requires continuous investment in capacity improvement. The country has invested in modernising its security forces by incorporating advanced technology and improved training programmes to better respond to internal and external threats. The country has invested in security apparatus, including a more sophisticated intelligence network and border control mechanisms. Between May 2021 and June 2023, over 400 counter-terrorism forces have been equipped. To enhance security surveillance, the Closed- Circuit Television (CCTV) system has been installed. In addition, the implementation of the Intelligence Transportation Monitoring System (ITMS) has commenced to further enhance the ability of security agencies to monitor vehicles and respond to traffic security threats. Improvements have also been noted in staff recruitment and training, infrastructure development, and the resettlement & reintegration of veterans. Consequently, several events have been successfully hosted, such as the Non-Aligned Movement and G77+China summits in January 2024. There has been an improvement in the effectiveness of rehabilitation programmes, leading to a decline in recidivism. There has also been increased investment in R&D to 0.6% in FY 2022/23 from 0.06% in FY 2017/18, which has improved crime management. However, because of the evolving nature of threats, challenges persist, including cyber threats, threats of terrorism, fluctuations in crime rates, and organised crimes, which are becoming more sophisticated. In addition, infrastructure deficits across security agencies remain, causing congestion and poor living conditions, among others.
495. Further, the absence of a national overarching policy framework and resources for the identification, classification, defence, and protection of vital assets and security installations threatens the country's growth and stability pattern. Vital assets and security installations are indispensable resources in the governance and security infrastructure that, if secured, are crucial to the nation's functioning and its overall development. With the dynamic existing and emerging security threats, protection must be attached to vital assets and installations.
496. The country's open-door refugee policy is commended as a best practice; however, this comes with challenges. The comprehensive refugee response framework has informed the global refugee compact. Most of Uganda is surrounded by countries that are facing many security threats, which leads to an influx of refugees. By the end of July 2024, the country hosted over 1.7 million refugees. This constrains the country's resources to deliver quality social services and sometimes poses security risks. Integrating such large numbers of refugees in the host communities causes social cohesion problems and requires attention to maintain law & order in hosting areas. Refugees, especially women and children, are vulnerable to human trafficking and exploitation, adding to security and humanitarian concerns.
497. Efforts have been made to counteract radicalism among the population and ensure stability; however, this is ad hoc and disjointed. Statistics reveal that around 30% of security-related incidents involve ideological motivations, underscoring the need for continued vigilance and targeted interventions. Through the National Leadership Institute (NALI), various sections of the population have been re-oriented to promote national unity, counter extremist ideologies, and inculcate a development mindset. Despite these efforts, challenges remain, such as a lack of policy, a legal and institutionalised framework for national service, a lack of a nationally agreed value system, and civic awareness about rights and responsibilities.
498. Uganda has put in place an elaborate policy, legal, and institutional framework to combat corruption; however, the net effect of these has been minimal. The government has invested in setting up legal, policy, and anti-corruption institutions. The creation of a special anti-corruption court has enhanced effectiveness in the enforcement of anti-corruption laws. Additionally, arising from the various frameworks and their enforcement, Uganda exited the Financial Action Task Force grey-list. Automation of critical processes such as e- procurement and public finance systems has strengthened institutions and minimised opportunities for corruption. Despite these efforts, corruption remains a significant development obstacle in Uganda.
499. The investments in the justice service delivery chain have been uneven, with notable achievements in some areas but significant challenges in others. Public trust and satisfaction in the justice system increased to 69% in 2023 from 59% in 2017. The crime rate decreased to 501 per 100,000 people in 2023 from 667 in 2017, reflecting effective anti-crime measures and enhanced community policing efforts. However, only 10% of the general public seeks redress in the formal justice system. Additionally, recidivism decreased to 13.9% in FY2023/24 from 17.1% in FY2017/18, demonstrating successful rehabilitation programmes. The translation and simplification of laws saw significant progress, with the number of translated laws increasing from 9 in 2017 to 22 in 2023 and simplified laws from 16 in 2017 to 29 in 2023. The government's representation in civil cases resulted in substantial savings of Shs. 2.9 trillion in FY2023/24. Strategic investments in infrastructure have been made, including the construction of a Justice, Law and Order Services (JLOS) house and a National DNA Databank. The proportion of convicts serving community service has risen to 70%, leading to cost savings. Following the enactment of the Administration of Justice Act Cap.4, significant enhancements were made regarding the security of tenure, emoluments, retirement benefits of judicial officers, and geographical coverage of the judiciary. There has, however, been limited investment in corresponding institutions that support the justice service delivery chain, such as the Uganda Police Force, the Uganda Prisons Service, the Ministry of Justice and Constitutional Affairs, and the Directorate of Community Service.
500. To improve efficiency, there have been efforts to automate the justice, law, and order services and governance business processes; however, this has been limited and not fully integrated. Business registration services offered by the Uganda Registration Service Bureau (URSB), and partly civil registration, are now automated. The Uganda Prisons Service (UPS) is part of the virtual court system that allows for virtual attendance of court proceedings by prisoners, improving efficiency, however, it's limited in functionality. There is also the Prisons' Management System that allows for data capture, storage, and analysis, improving data management of prisons. Nonetheless, this is not integrated with other management information systems within the JLO service delivery chain. National passports have been upgraded to electronic versions meeting International Civil Aviation Organisation (ICAO) standards, and the application for passport processing has been digitalised to ease access. There is thus a need for integrated automation across all governance and JLO institutions to fully leverage technology for efficient service delivery.
501. Efforts have been made to promote regional and international relations; however, the country has not taken full advantage of business and economic opportunities. Uganda has chaired the African Union Peace and Security Council and played key roles in peace processes in Somalia, South Sudan, the DRC, and Burundi. Uganda hosted the 19th Summit of Non-Aligned Movement (NAM) members and the third South Summit, plus China, in January 2024 and was elected Chairperson of NAM for the next three years and G77 plus China for one year, which will help promote its interests. Additionally, Uganda opened new missions in Havana (Cuba) and Luanda (Angola), enhancing its diplomatic presence. The country has, in the last four years, coordinated the negotiation, signing, ratification, and domestication of 154 international agreements/MoUs on political, social, and economic matters. This provides opportunities for trade, tourism, and attracting FDI, however, these opportunities have not been optimally exploited.
502. The armed forces have contributed to national development by engaging in various science, innovation, and productive activities; however, their capacity has not been fully leveraged. Through the National Enterprise Corporation, several value-added products, including armored vehicles, have been manufactured, supported by physical facilities that enable value addition for other public and private enterprises. In addition, they are supporting the Kira Motors Corporation in assembling vehicles. They have also supported the development of agriculture by engaging in the production and distribution of inputs. Further, the military has been involved in the construction and rehabilitation of critical infrastructure. Similarly, the UPF and UPS are involved in production and value-addition activities such as leather and textile manufacturing, carpentry, and commercial agriculture. However, the capacity they have in terms of labour and land has not been fully exploited. There is a need for mechanisation, particularly in agriculture. There is also a need for Research and Development, and technological transfer to facilitate innovations.
503. There has been notable progress in promoting constitutional democracy; however, challenges, including the commercialisation of politics, affect meaningful participation in democratic processes. Over the years, Uganda has promoted good governance through constitutional democracy, equal representation, equity, tolerance, constructive dialogue and openness towards others at local, national, and international levels. The country successfully conducted free, fair, and transparent general elections in 2020/2021 with a 90% voter registration and a 59.4% voter turnout. However, there was a decline in the democratic index performance to 4.6 in 2023 from 6.5% in 2018. The commercialisation of politics undermines democracy, resulting in electoral-related malpractices and violence. In addition, the continued creation of administrative units increases the cost of public administration. For instance, during the 2020/2021 general elections, 10 new cities were created long after the electoral roadmap, an action which affected planning. The failure to enforce improvement recommendations and the late enactment/amendment of electoral laws further constrain the effective implementation of electoral activities. Several electoral laws are pending amendment, for example, the proposed enactment of a law on voting by prisoners and citizens in the diaspora.
504. Public Policy analysis and management have improved, though processes remain slow, and enforcement is weak. Policy submissions to the cabinet are reviewed for adequacy and harmony with national, regional, and international commitments, increasing the compliance rate to 62% in 2023/2024 from 45% in FY2020/21. To support decentralised governance, ordinances and by-laws are reviewed and published. There has also been monitoring and oversight of government policies, programmes, and projects to ensure compliance. Further, to ease understanding, laws were simplified and translated, and to harmonise the parent laws with amendments and developments in case law, a revised edition of the laws of Uganda was commissioned. Institutions such as the Cabinet Secretariat and state house units such as the State House Monitoring Unit were strengthened to provide policy oversight and monitoring. However, the policy and legislative formulation process is still slow and enforcement challenging, with just about 45% of cabinet decisions fully implemented in the last four years and late amendment/enactment of electoral laws leading to constraining strict adherence to the electoral roadmap. There is a need for targeted and evidence-based policy formulation to decrease redundancy and increase enforcement. There is also a need to automate the drafting of legislation and link it to the Parliament of Uganda for easier tracking of bills drafted and those that are delayed in the system.
505. Human Rights respect, protection, and promotion have steadily improved but challenges remain in rights awareness and respect for individual rights. The Uganda Human Rights Commission (UHRC) has maintained its global A-Status for efforts towards rights observance. There has been monitoring of Government compliance with international treaties and submission of independent reports to continental and global rights bodies, demonstrating Uganda's commitment to international obligations and its efforts to improve human rights records. The Human Rights (Enforcement) Act Cap.12 was enacted to hold rights violators personally responsible for their actions. Human resource capacities for duty bearers and rights holders were enhanced through training and civic education to protect and promote human rights, respectively. For example, JLOS runs annual scholarships for a Diploma in Human Rights for law enforcement agencies. The National Civic Education draft policy was developed pending cabinet approval. In addition, Human Rights structures (Directorates and Desks) were established across many Government MDAs and LG to mainstream a Human Rights Based Approach (HRBA). However, rights awareness is at 25%, indicating a need for improved rights education. There is also a high case backlog at the tribunal and investigation level, delayed payment of compensation, delayed response by respondents and lack of feedback from different institutions where complaints are being referred. There is further inadequate compliance with UHRC recommendations and a delay in the submission of state reports to treaty bodies.
506. Furthermore, despite the country's commitments and the establishment of national frameworks to support Indigenous Minority Communities (IMCs), the livelihood and welfare of these communities have not improved. Uganda ratified the Framework Convention for the Protection of National Minorities and established the necessary institutional framework that includes the Uganda Human Rights Commission and the Equal Opportunities Commission, however, the existence of persons in the IMCs is facing cultural erosion and extinction.
507. The Governance and Security Programme in Uganda is administratively anchored in the Office of the President and coordinated by the Governance and Security Programme Secretariat. With 35 MDAs, however, the programme is very large, creating a number of administrative and coordination challenges. Challenges include overlapping mandates among agencies, poor communication, and a lack of clear guidelines, leading to inefficiencies and duplication of efforts. Addressing these challenges requires strengthening the programme working group, automation and integration, building institutional capacity, and strengthening inter-agency coordination mechanisms.
508. The Programme has made strides in enhancing human resource capacity to support effective governance and ensure security across the country, although gaps exist. Institutions, including universities, law enforcement academies, and specialised training centres, have played pivotal roles in training professionals in areas such as public administration, law enforcement, conflict resolution, and cybersecurity. These educational initiatives are crucial in equipping individuals with the necessary skills to navigate the complexities of governance and security challenges in the country. Despite these advancements, the programme faces notable challenges in meeting its human resource requirements. There is a critical shortage of skilled professionals in vital fields, including cybersecurity, Anti-Corruption and Money Laundering Specialists, intelligence analysis, and crisis management. These skills are essential for safeguarding national security and ensuring that governance structures are resilient in the face of emerging threats, such as cybercrime and terrorism. Additionally, there is an urgent need for experts in public policy analysis, administrative law, and regulatory compliance to enhance the effectiveness of governance frameworks and promote transparency and accountability within institutions. Furthermore, the programme requires specialists in community policing, conflict resolution, and human rights advocacy to strengthen the relationship between law enforcement agencies and the communities they serve. This focus on community engagement is vital for fostering trust and cooperation, which are essential components of effective governance and security. On the other hand, there is an oversupply of personnel in general administrative roles, Security Guards and Records Clerks, leading to inefficiencies in service delivery. Such gaps need to be addressed to have an adequate and skilled workforce capable of driving effective governance, ensuring security, and fostering a more stable and prosperous economy. For details, refer to the annex on programme human resource requirements.
509. To ensure a peaceful and secure environment, as well as effective governance, this programme focusses on: enhancing the capacity of the security forces to respond to the existing and evolving threats; enhancing patriotism, national value system and civic awareness; improving JLOS delivery processes; strengthening the fight against corruption; strengthening application & integration of digital solutions; leveraging the capacity of the security forces in production, value addition and infrastructure development; promoting compliance with the Bill of Rights; mainstreaming IMC's interventions across government policies and programs; strengthening democracy; strengthening regional and international relations; refugee protection; strengthening public policy analysis and management; and strengthening the administrative, legal, institutional, and coordination capacity for security and governance.",List,en,"[""KeywordClassifier(\""adaptation enabling factor\"")""], [""KeywordClassifier(\""adaptation/resilience\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""agriculture sector\"")""], [""KeywordClassifier(\""construction sector\"")""], [""KeywordClassifier(\""construction sector\"")""], [""KeywordClassifier(\""construction sector\"")""], [""KeywordClassifier(\""construction sector\"")""], [""KeywordClassifier(\""direct investment\"")""], [""KeywordClassifier(\""education sector\"")""], [""KeywordClassifier(\""education sector\"")""], [""KeywordClassifier(\""education sector\"")""], [""KeywordClassifier(\""education sector\"")""], [""KeywordClassifier(\""finance and insurance sector\"")""], [""KeywordClassifier(\""hospitality sector\"")""], [""KeywordClassifier(\""information communication technology sector\"")""], [""KeywordClassifier(\""information communication technology sector\"")""], [""KeywordClassifier(\""information communication technology sector\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""just transition\"")""], [""KeywordClassifier(\""manufacturing sector\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""people with limited assets\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""public sector\"")""], [""KeywordClassifier(\""social inclusion\"")""], [""KeywordClassifier(\""social inclusion\"")""], [""KeywordClassifier(\""social protection\"")""], [""KeywordClassifier(\""transportation and logistics sector\"")""], [""KeywordClassifier(\""transportation and logistics sector\"")""], [""KeywordClassifier(\""women and minority genders\"")""], [""KeywordClassifier(\""youth\"")""]","Q1830, Q557, Q786, Q786, Q786, Q764, Q764, Q764, Q764, Q1276, Q774, Q774, Q774, Q774, Q779, Q767, Q769, Q769, Q769, Q47, Q47, Q47, Q47, Q761, Q701, Q701, Q701, Q701, Q701, Q701, Q701, Q701, Q701, Q1167, Q1167, Q1167, Q1167, Q1167, Q1167, Q1167, Q1167, Q1167, Q775, Q775, Q775, Q775, Q775, Q775, Q58, Q58, Q53, Q766, Q766, Q704, Q695","strengthened institutions, strengthened institutions, agriculture, agriculture, agriculture, infrastructure development, infrastructure development, construction, construction, public finance, educational, education, Education, education, regulatory compliance, tourism, cybersecurity, cybersecurity, cyber, Human Rights Based Approach, meaningful participation, retirement benefits, community engagement, textile manufacturing, refugee, refugees, Refugees, refugee, refugees, human trafficking, refugee, refugee, refugees, human trafficking, refugees, refugees, Refugees, refugee, refugee, refugee, refugee, refugees, regulatory compliance, policy formulation, social services, retirement benefits, public administration, public administration, meaningful participation, community engagement, retirement benefits, Aviation, Transportation, women, children"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-80a1-7a70-bf7f-8c9ae8de13bf,542,"20.3 Programme Objectives
510. The objectives of this programme are to:",sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ebb-7813-866a-d38d78d11598,543,"i) Strengthen the capacity of security agencies to participate in production and value addition and address security threats and emergencies;
ii) Strengthen public policy analysis and management;
iii) Enhance efficiency in the delivery of justice, law and order services;
iv) Enhance transparency, accountability and anti-money laundering systems for effective governance;
v) Strengthen citizen participation in democratic processes;
vi) Enhance compliance with and implementation of the Uganda Bill of Rights;
vii) Promote Uganda's interests at the regional and international level; viii) Enhance the national response for coordinating refugee protection and migration management; and
ix) Strengthen the administrative, institutional, and coordination capacity for governance and security.",List,en,"[""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people with limited assets\"")""]","Q701, Q1167","refugee, refugee"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-80a1-7a70-bf7f-8cac07b32456,544,"20.4 Programme Results
511. The expected key programme results are:",sectionHeading,en,,,
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccca-7ebb-7813-866a-d4248f8c273e,545,"i) Reduced crime rate to 489.18 per 100,000 persons from 502 in 2023;
ii) Increased proportion of the population with a justice need seeking redress in the formal justice system to 50% from 10% in FY2023/24;
iii) Increased public satisfaction in governance and JLO services to 70% from 59% in FY2023/24;
iv) Improved rating of Uganda in the Global Peace Index to 2.2 from 2.3 in FY2023/24;
v) Improve the Corruption Perception Index to 31% from 26% in 2023;
vi) Increased Democratic Index from 4.6% in 2023 to 5.5%;
vii) Improved Governance Effectiveness Index score to 64 from 52 in 2023; viii) Enhanced compliance with the Bill of Rights;
ix) Reduced proportion of refugees and host community populations living below the national poverty line from 32% in FY2022/23 to 27%;
x) Improved image of Uganda abroad to 7 from 6 in 2024 - BTI Transformation Index; and
xi) Improved effectiveness in the delivery of programme results to 75 from 50 in FY2023/24.",List,en,"[""KeywordClassifier(\""people on the move\"")""], [""KeywordClassifier(\""people with limited assets\"")""]","Q701, Q1167","refugees, refugees"
CCLW.document.i00008912.n0000,Fourth National Development Plan (NDPI) 2025/26 - 2029/30,CCLW.family.i00008911.n0000,fourth-national-development-plan-ndpi-2025-26-2029-30_d631,"<p>The plan aims to promote sustainable socioeconomic development nationally, building on the aims and achievements of the previous three National Development Plan cycles. It acknowledges climate as a major threat to sustainable development, and among its solutions emphasises appropriate land administration, forest and wetland restoration, wide-ranging rural and urban adaptation, improving capacity to access climate finance, and promoting clean cooking fuels to replace wood biomass. For climate adaptation, which receives particular emphasis, key measures include enhanced irrigation and increasing water storage capacity by around 20% over the 2025-2029 period.</p>",019dccb5-5fb7-7741-9c55-d0eabac5ad65,546,20.5 Interventions,sectionHeading,en,,,
